loggingSample(N),Run RotationX (rad/s),Run RotationY,Run RotationZ,Walk RotationX,Walk RotationY,Walk RotationZ,Static RotationX,Static RotationY,Static RotationZ,Hybrid RotationX,Hybrid RotationY,Hybrid RotationZ
694,1.152148469,-0.273976159,-0.868960702,0.098358262,0.156837818,0.206047176,-0.021215008,0.062072959,0.001798965,0.409763908,-0.018355127,-0.22037152
695,0.797230055,-0.362638118,-0.701658259,0.134027843,0.160506322,0.215329624,-0.024844097,0.049890062,-0.001850631,0.302137934,-0.050747245,-0.162726422
696,0.296802379,-0.377200549,-0.576963464,0.173423452,0.153250806,0.229330927,-0.027324565,0.049921487,0.002999518,0.147633755,-0.058009419,-0.114877673
697,-0.205997108,-0.384669651,-0.487169395,0.214057165,0.143568085,0.244510412,-0.034709511,0.048712945,0.003072223,-0.008883151,-0.06412954,-0.079862253
698,-0.480608165,-0.467795697,-0.397872805,0.252209345,0.135126131,0.263341358,-0.032255674,0.049934004,0.004258661,-0.086884831,-0.094245187,-0.043424262
699,-0.571044322,-0.622254247,-0.407447668,0.280440716,0.140091062,0.284769685,-0.033544911,0.062107846,0.005549761,-0.108049506,-0.140018446,-0.039042741
700,-0.629134257,-0.741063988,-0.553417391,0.28536863,0.134046219,0.291915745,-0.022498918,0.068200093,0.00908351,-0.122088182,-0.179605892,-0.084139379
701,-0.77498254,-0.78680884,-0.701627899,0.27429494,0.130415798,0.293219895,-0.016341423,0.069402777,0.007818242,-0.172343008,-0.195663422,-0.133529921
702,-0.77498254,-0.78680884,-0.701627899,0.27429494,0.130415798,0.293219895,-0.013824736,0.057234794,0.007719705,-0.171504112,-0.199719416,-0.133562766
703,-1.523673822,-0.730772202,-0.816200817,0.23989329,0.114609404,0.288675743,-0.015002119,0.043861464,0.008859804,-0.43292755,-0.190767111,-0.172888423
704,-1.967850742,-0.572028626,-0.791178288,0.128046117,0.066026155,0.282364584,-0.019904466,0.045032989,0.000479103,-0.61990303,-0.153656494,-0.169444867
705,-2.257722511,-0.310516327,-0.641818094,0.038305844,0.027187146,0.281900661,-0.021140439,0.045041511,0.001698298,-0.746852369,-0.079429223,-0.119406378
706,-2.315141596,-0.014869227,-0.440508682,-0.01203882,-0.014077203,0.289437407,-0.023617711,0.046275087,0.004143879,-0.783599376,0.005776219,-0.048975799
707,-2.158107503,0.25254437,-0.245299241,-0.03404452,-0.061426077,0.301455454,-0.017507088,0.057217217,0.004142014,-0.736553037,0.082778503,0.020099409
708,-1.841776696,0.440610948,-0.069157234,-0.057310694,-0.100272276,0.311125392,-0.011338941,0.051156661,0.008863,-0.636808777,0.130498444,0.083610386
709,-1.406777562,0.543306168,0.090732567,-0.096645583,-0.099156944,0.287441102,-0.007661914,0.057220945,0.006447247,-0.50369502,0.16712339,0.128206972
710,-0.907156291,0.545946426,0.210752182,-0.13492666,-0.074799407,0.285585944,-0.01386415,0.068169201,0.005372661,-0.351982367,0.179772073,0.167236929
711,-0.377480714,0.447496284,0.315384852,-0.157303072,-0.044239899,0.30650534,-0.01386415,0.068169201,0.005372661,-0.182882645,0.157141862,0.209087618
712,0.171233002,0.251473513,0.380654403,-0.17970292,0.003264769,0.313054852,-0.015047925,0.06205192,-0.000679372,-0.007839281,0.105596734,0.231009961
713,0.62312297,0.001611479,0.376718517,-0.218168287,0.058121893,0.32585001,-0.022378543,0.047468716,0.000520115,0.12752538,0.035734029,0.234362881
714,0.914941509,-0.233673211,0.34204123,-0.289892009,0.110603477,0.342607951,-0.023640082,0.052350556,0.002973952,0.200469806,-0.023573059,0.229207711
715,1.021547315,-0.405196498,0.360382155,-0.366375332,0.127789388,0.355592992,-0.021174528,0.054759386,-0.000655937,0.211332485,-0.074215908,0.238439737
716,0.950508558,-0.541040084,0.415819581,-0.416984181,0.14010278,0.371887277,-0.019985426,0.06449031,-0.000611728,0.17117965,-0.112148998,0.262365043
717,0.76947246,-0.589189237,0.470548074,-0.416984181,0.14010278,0.371887277,-0.016273246,0.059627378,0.000525442,0.112071678,-0.129819693,0.280986931
718,0.76947246,-0.589189237,0.470548074,-0.416984181,0.14010278,0.371887277,-0.012532303,0.051093278,-0.001976598,0.113318659,-0.132664393,0.280152918
719,0.533743555,-0.54587452,0.554136978,-0.40459995,0.11703288,0.381264533,-0.017461282,0.053517287,-0.004320713,0.037227441,-0.125108118,0.310360266
720,0.302544155,-0.442724965,0.676613093,-0.350260811,0.103448628,0.356481955,-0.028570126,0.055983907,-0.000568851,-0.025428927,-0.09443081,0.344175399
721,0.11545842,-0.307842514,0.824120259,-0.258931962,0.084929539,0.326447623,-0.03350017,0.054787083,0.00188898,-0.058991237,-0.056041964,0.384152287
722,0.040397757,-0.166941052,0.980098675,-0.160012572,0.041913628,0.26966024,-0.043351735,0.052379052,0.004392884,-0.054322183,-0.024216124,0.4180506
723,0.148775896,-0.005564142,1.133009395,-0.090629769,0.009756224,0.192757203,-0.049518817,0.052400091,0.006871222,0.00287577,0.018864058,0.444212607
724,0.35699195,0.159210694,1.26074552,-0.04228727,-0.008924785,0.128218423,-0.059351208,0.052374791,0.000948352,0.085117824,0.067553567,0.463304098
725,0.678780107,0.314980584,1.325706411,-0.012440691,-0.038419561,0.083108736,-0.059351208,0.052374791,0.000948352,0.202329403,0.109645271,0.469921166
726,1.090836908,0.460396104,1.301608531,8.20E-05,-0.059308065,0.050294596,-0.060588246,0.053592655,0.000968858,0.343443562,0.151560231,0.450957328
727,1.51052473,0.598152106,1.218299526,-0.017066069,-0.066696473,0.032349684,-0.060561615,0.047509995,0.000932905,0.477632349,0.192988543,0.417194038
728,1.86623064,0.722581118,1.133192088,-0.040408942,-0.081262366,0.033722277,-0.054377488,0.042630019,-0.000368315,0.590481403,0.227982924,0.388848683
729,2.068052444,0.824098421,1.055641902,-0.051600877,-0.066580093,0.045987199,-0.042081674,0.047482831,-0.000472711,0.658123298,0.26833372,0.36705213
730,1.968158071,0.899286117,0.999284087,-0.064027719,-0.057928814,0.06667064,-0.033491648,0.054772702,-0.000522779,0.623546235,0.298710002,0.355143983
731,1.582784546,0.857181806,1.012847301,-0.064027719,-0.057928814,0.06667064,-0.021232052,0.062101721,0.006622483,0.499174925,0.287118238,0.362046808
732,1.059062733,0.610951258,1.043589501,-0.082639753,-0.043188217,0.087456612,-0.020035494,0.06819743,0.009056878,0.318795829,0.211986824,0.38003433
733,1.059062733,0.610951258,1.043589501,-0.102455802,-0.021247764,0.091416733,-0.022514896,0.071849689,0.009105081,0.311364012,0.220517728,0.381370438
734,0.53975937,0.229458758,1.036111344,-0.128406975,-0.001755289,0.091811413,-0.024990038,0.075494758,0.007947405,0.128787452,0.101066076,0.378623387
735,0.124144586,-0.160977702,0.974405635,-0.155597317,0.026203907,0.083828588,-0.024962342,0.073032932,0.003109507,-0.018805024,-0.020580288,0.353781243
736,-0.170519275,-0.356670773,0.951120286,-0.175290861,0.039484825,0.063620788,-0.02738209,0.062093998,0.004277303,-0.124397409,-0.08503065,0.339672792
737,-0.356758125,-0.376575506,1.049479081,-0.182783398,0.07830679,0.04463671,-0.02605983,0.046241798,-0.001858886,-0.188533784,-0.084008973,0.364085635
738,-0.516311568,-0.343889464,1.199706933,-0.17911809,0.102504005,0.023034746,-0.026060895,0.047451139,-0.003057575,-0.240496851,-0.064644773,0.406561368
739,-0.669185537,-0.337447544,1.233952788,-0.170477996,0.120577282,-0.004685832,-0.02974964,0.049859436,-0.007826764,-0.289804391,-0.055670275,0.407146731
740,-0.814228214,-0.334172921,1.146310553,-0.150742907,0.132584676,-0.027738687,-0.030946198,0.043763726,-0.01026116,-0.33197244,-0.052608173,0.369436902
741,-0.93711925,-0.313984296,1.04285287,-0.123564283,0.137248936,-0.056943977,-0.033418144,0.04378077,-0.007822769,-0.364700559,-0.044318197,0.326028708
742,-1.026918112,-0.233177597,0.910454083,-0.09759287,0.123760025,-0.070567377,-0.033418144,0.04378077,-0.007822769,-0.385976375,-0.021878934,0.277354646
743,-1.074988969,-0.12197411,0.782605839,-0.067884775,0.106574381,-0.091487573,-0.032187498,0.04498878,-0.009034774,-0.391687081,0.009863017,0.227361164
744,-1.086053072,-0.010904047,0.638681689,-0.047996288,0.079681513,-0.109947008,-0.027252127,0.044969073,-0.011499796,-0.387100496,0.037915513,0.172411628
745,-1.109209523,0.101007575,0.429780404,-0.028115258,0.051593686,-0.124795995,-0.018638666,0.044974133,-0.009181248,-0.385321149,0.065858465,0.098601054
746,-1.143222352,0.170280656,0.208688499,-0.010737067,0.029612753,-0.13596476,-0.014939268,0.044962948,-0.010427075,-0.389632896,0.081618786,0.020765555
747,-1.191678035,0.175000044,-0.028301147,0.002888465,0.024638501,-0.151816427,-0.011245198,0.046168294,-0.011665711,-0.400011589,0.081935613,-0.063927762
748,-1.227669592,0.133571377,-0.250020759,0.002888465,0.024638501,-0.151816427,-0.006363091,0.053483732,-0.008058193,-0.410381406,0.070564537,-0.136631793
749,-1.215497614,0.030292126,-0.431626507,0.036226714,0.008766061,-0.155887069,-0.000254598,0.062014369,-0.0044568,-0.393175166,0.033690852,-0.197323459
750,-1.123336794,-0.063291089,-0.605599103,0.068293837,-0.001000816,-0.156290804,-0.002783003,0.072994582,0.000458064,-0.352608653,0.002900892,-0.253810614
751,-1.123336794,-0.063291089,-0.605599103,0.107715012,-0.01312965,-0.143524143,-0.015103319,0.076635922,-0.003004845,-0.343575034,7.17275E-05,-0.250709364
752,-0.944022696,-0.108163755,-0.756111914,0.128593396,-0.016672454,-0.122066255,-0.023661387,0.06204686,-0.00299792,-0.279696896,-0.020929783,-0.293725363
753,-0.705941154,-0.098162254,-0.874381566,0.149382298,-0.01523408,-0.081285535,-0.034678618,0.042623094,0.001830391,-0.197079158,-0.02359108,-0.31794557
754,-0.426300984,-0.044195158,-0.956668716,0.166437714,-0.008896822,-0.035612589,-0.045721416,0.032902823,0.001892709,-0.101861562,-0.006729719,-0.330129532
755,0.163616628,0.114685038,-1.140567979,0.178581196,-0.000164317,0.002892726,-0.053076534,0.026813771,-0.000475108,0.096373763,0.047111497,-0.379383454
756,0.389296893,0.171936077,-1.293394543,0.205498831,0.010978083,0.040046752,-0.053076534,0.026813771,-0.000475108,0.180573063,0.06990931,-0.417940966
757,0.576859068,0.203760319,-1.432694646,0.23002974,0.026823891,0.049520948,-0.054301855,0.024389229,0.000729706,0.250862318,0.084991146,-0.460814664
758,0.755792867,0.233189581,-1.567092402,0.260768212,0.040165263,0.048061269,-0.046969107,0.031723575,0.007928231,0.323197324,0.101692806,-0.503700967
759,0.961715673,0.260357819,-1.668032866,0.282935832,0.043769319,0.044225518,-0.038409973,0.045103296,0.009119995,0.402080511,0.116410145,-0.538229118
760,1.197160152,0.264617279,-1.72963551,0.296554972,0.046051115,0.021181718,-0.040912812,0.051210191,0.012800217,0.484267437,0.120626195,-0.565217858
761,1.432646177,0.236202948,-1.762491195,0.296624214,0.044726725,0.003086337,-0.045846052,0.053641391,0.011661982,0.561141446,0.111523688,-0.582580959
762,1.603046409,0.184586891,-1.821307107,0.2867588,0.058040134,-0.009992713,-0.055679508,0.054825432,0.004540423,0.611375234,0.099150819,-0.608919799
763,1.644301171,0.102611064,-1.893375176,0.268378994,0.060313408,-0.039925578,-0.065530008,0.056038236,0.002242382,0.615716719,0.072987569,-0.643686124
764,1.491225601,-0.055702411,-1.94811592,0.241457098,0.049178199,-0.075873726,-0.0630293,0.052350024,-0.003835218,0.556551133,0.015275271,-0.675941621
765,1.491225601,-0.055702411,-1.94811592,0.193551357,0.04538639,-0.107934723,-0.055727445,0.070604395,-0.001395496,0.543016504,0.020096125,-0.68581538
766,1.110128847,-0.236452219,-1.928177099,0.138346958,0.029372536,-0.150840645,-0.044687843,0.079122516,0.000946754,0.401262654,-0.042652389,-0.69269033
767,0.522920735,-0.442844541,-1.755437813,0.053518619,0.017119332,-0.180140744,-0.039788692,0.086409191,-0.000269246,0.178883554,-0.113105339,-0.645282601
768,-0.135015876,-0.608432973,-1.484026011,-0.026383937,0.006070143,-0.210692794,-0.036083969,0.085181474,-0.001522263,-0.065827927,-0.172393785,-0.565413689
769,-0.565363799,-0.647006465,-1.293910664,-0.080516415,0.007230216,-0.229393777,-0.042198853,0.074246534,-0.000314519,-0.229359689,-0.188509905,-0.507872987
770,-0.69913012,-0.553838171,-1.196661608,-0.113804597,0.014565361,-0.228991107,-0.045836464,0.057247843,0.004448278,-0.28625706,-0.160674989,-0.473734812
771,-0.603160713,-0.365727385,-1.050694814,-0.111422133,0.029189843,-0.224107935,-0.051983307,0.053612096,0.005699165,-0.255522051,-0.094308482,-0.423034528
772,-0.315704698,-0.133238216,-0.773899699,-0.070883228,0.035365181,-0.201599697,-0.051983307,0.053612096,0.005699165,-0.146190411,-0.014753646,-0.323266744
773,0.047177632,0.110752614,-0.595521169,0.00908857,0.030599455,-0.171141123,-0.053166016,0.046285473,0.00084582,0.001033395,0.062545847,-0.255272157
774,0.28084605,0.293440937,-0.723582732,0.00908857,0.030599455,-0.171141123,-0.04828604,0.056019594,0.00205596,0.080549527,0.126686662,-0.297555965
775,0.28084605,0.293440937,-0.723582732,0.117552729,0.000169643,-0.155610367,-0.037314615,0.079143289,0.005690376,0.120361388,0.12425129,-0.291167574
776,0.192390752,0.368019834,-0.880148375,0.143671149,-0.03530313,-0.183833749,-0.032395224,0.082773177,0.003246926,0.101222226,0.138496627,-0.353578399
777,-1.063008472,0.129893818,-0.839041685,0.06008411,-0.043951213,-0.220360868,-0.029946714,0.085210769,0.004440555,-0.344290359,0.057051125,-0.351653999
778,-1.763069633,-0.091650292,-0.778516289,-0.07516133,-0.092516352,-0.227624906,-0.032406942,0.081585407,0.008063253,-0.623545968,-0.034193746,-0.332692647
779,-2.126558898,-0.223860794,-0.571585476,-0.195773233,-0.109453258,-0.232450021,-0.033629067,0.080363016,0.006863499,-0.785320399,-0.084317012,-0.265723999
780,-2.108894949,-0.268397636,-0.28505917,-0.28562962,-0.127568079,-0.225556429,-0.02986895,0.069381472,0.001935319,-0.808131173,-0.108861414,-0.169560093
781,-1.864967769,-0.238891941,0.012720323,-0.32384678,-0.132299451,-0.209495969,-0.022485069,0.071799356,0.000663926,-0.737099873,-0.099797345,-0.065370573
782,-1.53215812,-0.21344091,0.257666694,-0.300621086,-0.115120731,-0.180707198,-0.018796325,0.069391059,0.005433115,-0.617191844,-0.086390194,0.027464204
783,-1.19895965,-0.22849496,0.442081811,-0.208402475,-0.098045341,-0.157487629,-0.020024841,0.070594542,0.003041863,-0.475795655,-0.085315253,0.095878682
784,-0.885056315,-0.30097795,0.580548611,-0.084109285,-0.079881517,-0.150283512,-0.028640433,0.068177989,0.004326572,-0.332602011,-0.104227159,0.14486389
785,-0.590508834,-0.410259167,0.664748178,0.040211602,-0.054519169,-0.159918562,-0.038427018,0.054792409,0.001942243,-0.196241417,-0.136661976,0.168923953
786,-0.590508834,-0.410259167,0.664748178,0.134977792,-0.021890385,-0.180043804,-0.047034088,0.052361475,0.000815194,-0.16752171,-0.126596026,0.161839856
787,-0.590508834,-0.410259167,0.664748178,0.141074567,0.009603359,-0.201629258,-0.049484729,0.052342567,-0.002775813,-0.166306332,-0.116104414,0.153447702
788,-0.294544285,-0.527099767,0.705479629,0.069521288,0.037646445,-0.203103317,-0.049484729,0.052342567,-0.002775813,-0.091502575,-0.145703585,0.1665335
789,0.361255938,-0.602361765,0.640074789,-0.049012817,0.091395161,-0.185832185,-0.042060368,0.047446878,-0.006502108,0.090060918,-0.154506575,0.149246832
790,0.615985964,-0.500808242,0.577628455,-0.049012817,0.091395161,-0.185832185,-0.033525736,0.059660401,0.003123622,0.177815804,-0.116584227,0.131639964
791,0.767972568,-0.311338179,0.552981432,-0.149021174,0.126926258,-0.160427492,-0.022429675,0.062045528,-0.003011236,0.198840573,-0.040788798,0.129847568
792,0.787982761,-0.092435392,0.545608204,-0.200946956,0.149045142,-0.132003574,-0.017540112,0.070555926,-0.003014166,0.189831898,0.042388559,0.136863488
793,0.717880904,0.161915933,0.551474349,-0.21472482,0.186880139,-0.113546004,-0.00890854,0.069322882,-0.004320446,0.164749181,0.139372985,0.144535966
794,0.64427992,0.357978385,0.573917606,-0.195176152,0.212485101,-0.100343383,-0.006436594,0.064475663,-0.000758202,0.147555725,0.211646383,0.15760534
795,0.660748376,0.513834029,0.601180919,-0.150938916,0.239179296,-0.104282198,-0.012540826,0.055937834,-0.005565474,0.165756211,0.269650386,0.163777749
796,0.807949812,0.61974981,0.640002617,-0.110300942,0.253640261,-0.120311764,-0.019885291,0.047415719,-0.007947672,0.225921193,0.306935263,0.17058106
797,1.057481348,0.69157846,0.691988321,-0.096686063,0.251099073,-0.136149051,-0.032251413,0.054756989,-0.002947853,0.309514624,0.332478174,0.184297139
798,1.364951285,0.737905213,0.76128537,-0.102709335,0.232764274,-0.151866761,-0.034740404,0.05963297,-0.00168658,0.409167182,0.343434152,0.202577343
799,1.687195375,0.757660808,0.865234939,-0.1185373,0.202281998,-0.166343971,-0.037225133,0.064501762,-0.001631186,0.510477647,0.341481523,0.232419927
800,1.990958458,0.78831326,0.957390167,-0.145474109,0.174266343,-0.17706932,-0.037295441,0.076695844,0.003264237,0.602729636,0.346425149,0.261195028
801,2.21585682,0.8589592,1.010840875,-0.182329596,0.147578539,-0.170798641,-0.037295441,0.076695844,0.003264237,0.665410594,0.361077861,0.281102157
802,2.300212181,0.97827441,1.04197962,-0.205674599,0.125770978,-0.159822156,-0.034856518,0.080357157,0.005670935,0.686560355,0.394800848,0.2959428
803,2.257573374,1.122093364,1.0806631,-0.198291784,0.110077503,-0.1382897,-0.028712871,0.082790754,0.006824617,0.67685624,0.43832054,0.316399339
804,2.201413432,1.244144439,1.138657694,-0.173716134,0.104112022,-0.114474382,-0.033607761,0.075496888,0.006834737,0.664696512,0.47458445,0.343672683
805,2.161429797,1.305524177,1.225060759,-0.140596263,0.104306166,-0.076245769,-0.035992356,0.058460913,0.005554821,0.661613726,0.489430419,0.384789937
806,2.161429797,1.305524177,1.225060759,-0.08902841,0.121432689,-0.0513809,-0.038393994,0.051114051,-0.002902846,0.678002464,0.492690306,0.390259004
807,2.121800894,1.29264513,1.302584047,-0.039885631,0.133666985,-0.031341678,-0.039603336,0.049870088,-0.007720238,0.680770642,0.492060734,0.421174044
808,2.029520498,1.191145935,1.401860834,0.000633033,0.148329284,-0.013606623,-0.034674357,0.052276254,-0.011376758,0.665159725,0.463917158,0.458959151
809,1.768801289,0.974596584,1.558955114,0.015386946,0.14956579,-0.007729825,-0.030931284,0.046153647,-0.017482055,0.584418984,0.39010534,0.511247745
810,1.285684426,0.67405273,1.668522355,0.010519753,0.134979923,-0.006556969,-0.019890618,0.053462426,-0.013941116,0.425437854,0.28749836,0.549341423
811,0.560397537,0.33915463,1.687658765,-0.004140417,0.104604174,-0.002959305,-0.024797226,0.049810966,-0.015115303,0.177153298,0.164523257,0.556528052
812,-0.395023489,0.013835122,1.641813512,-0.021303425,0.08033532,0.004318582,-0.027318174,0.057155964,-0.007810253,-0.147881696,0.050442135,0.54610728
813,-1.36900435,-0.259398015,1.555477292,-0.039740755,0.056139702,0.023668578,-0.033511888,0.063259663,-0.005295962,-0.480752331,-0.046666217,0.524616636
814,-2.186803863,-0.461139925,1.448580136,-0.039740755,0.056139702,0.023668578,-0.039672578,0.060854829,-0.001626126,-0.755405732,-0.114715131,0.490207529
815,-2.728245818,-0.548360048,1.417744992,-0.042202049,0.039233157,0.044094491,-0.045806637,0.05719751,-0.003992877,-0.938751501,-0.150643127,0.485948869
816,-2.983373188,-0.488639726,1.393118475,-0.03731355,0.039292545,0.054894142,-0.049550775,0.064529458,0.000913731,-1.023412504,-0.128272574,0.482975449
817,-2.995872468,-0.359111827,1.284286,-0.023863788,0.050312972,0.069282935,-0.047077764,0.063303073,-0.000325971,-1.02227134,-0.081831927,0.451080988
818,-2.839398172,-0.224115126,1.101312452,-0.007970841,0.074647873,0.072871278,-0.039718384,0.069384934,0.000835966,-0.962362466,-0.026694106,0.391673232
819,-2.505279313,-0.115137775,0.869241132,0.004238687,0.105004713,0.065682607,-0.039718384,0.069384934,0.000835966,-0.84691967,0.019750624,0.311919902
820,-2.066119788,-0.031006918,0.568364916,0.015253788,0.122016986,0.064457553,-0.034757448,0.059661733,0.003136937,-0.695207816,0.050223934,0.211986469
821,-2.066119788,-0.031006918,0.568364916,0.015249527,0.126854352,0.059662798,-0.031032485,0.049947054,0.006657104,-0.693967582,0.048598163,0.211561606
822,-1.64281273,0.045626341,0.231442281,0.018929749,0.129290612,0.060843111,-0.033454363,0.046256978,-0.000573112,-0.552445781,0.073724644,0.097237427
823,-1.25008968,0.083299152,-0.11623047,0.033772078,0.112264757,0.064200292,-0.032194954,0.04379382,-0.005424327,-0.416170852,0.07978591,-0.019151502
824,-0.922775198,0.08261685,-0.379016026,0.053514624,0.09648606,0.073540797,-0.037104758,0.043770384,-0.010194581,-0.302121777,0.074291098,-0.10522327
825,-0.65714432,0.033864756,-0.553394222,0.08064105,0.078295072,0.087610543,-0.037117541,0.048622131,-0.012577577,-0.20454027,0.053593986,-0.159453752
826,-0.431205195,0.00494336,-0.672966693,0.116369221,0.063751549,0.10281453,-0.034667966,0.054680556,-0.016185894,-0.116501313,0.041125155,-0.195446019
827,-0.215441476,0.017631991,-0.752394141,0.145831239,0.074754665,0.117030217,-0.02977201,0.06076508,-0.014997325,-0.033127416,0.051050579,-0.216787083
828,0.004966795,0.075470789,-0.807491215,0.16420998,0.083351083,0.133763125,-0.032227978,0.061962704,-0.018581141,0.045649599,0.073594859,-0.230769744
829,0.24875416,0.121248398,-0.841207367,0.165284033,0.102936502,0.154364806,-0.032227978,0.061962704,-0.018581141,0.127270072,0.095382535,-0.235141234
830,0.419876907,0.155018346,-0.860945119,0.154047357,0.124939539,0.17029051,-0.03350017,0.069277608,-0.016112924,0.180141365,0.116411831,-0.235589178
831,0.518353147,0.17554253,-0.8703293,0.154047357,0.124939539,0.17029051,-0.042137067,0.066897009,-0.008798818,0.210087812,0.122459693,-0.236279203
832,0.530769337,0.159663964,-0.87899709,0.142876728,0.13958586,0.176526035,-0.043385824,0.071757278,-0.009962619,0.210086747,0.123669034,-0.237477891
833,0.499060143,0.115694908,-0.91388024,0.118146614,0.151849717,0.18892305,-0.043385824,0.071757278,-0.009962619,0.191273644,0.113100634,-0.24497327
834,0.462613718,0.044845236,-0.969368266,0.001215999,0.140969905,0.180476302,-0.03845791,0.07054261,-0.008817194,0.141790602,0.085452584,-0.265903053
835,0.427449073,-0.010392187,-1.058540753,-0.03563203,0.125137412,0.171135264,-0.033555563,0.074201261,-0.006437127,0.119420493,0.062982162,-0.297947539
836,0.421814623,-0.059571718,-1.146790988,-0.052738579,0.099565739,0.163935408,-0.031164577,0.088811362,-0.003965713,0.112637156,0.042935128,-0.328940431
837,0.445646453,-0.088094972,-1.234032683,-0.052738579,0.099565739,0.163935408,-0.027474768,0.085193724,0.002002165,0.121811035,0.032221497,-0.356031703
838,0.445646453,-0.088094972,-1.234032683,-0.08204933,0.061741395,0.139914494,-0.031181622,0.088840124,0.000857804,0.110805167,0.020828849,-0.364420128
839,0.499076655,-0.096184856,-1.357648098,-0.132402516,0.039812128,0.12586046,-0.042216962,0.080314813,-0.002690325,0.108152392,0.007980695,-0.411492654
840,0.707565949,-0.120779682,-1.774837077,-0.186496644,0.02641696,0.114308467,-0.044581317,0.064452227,-0.011198326,0.158829329,-0.009970165,-0.557242312
841,0.851593962,-0.145817124,-2.073164648,-0.223476766,0.005977199,0.148350323,-0.039593749,0.053476541,-0.014933942,0.196174482,-0.028787795,-0.646582756
842,0.941130503,-0.138900096,-2.326101835,-0.238328683,-0.019244801,0.200211923,-0.034584875,0.037634727,-0.01869832,0.222738982,-0.040170057,-0.714862744
843,0.843851886,-0.11589651,-2.361089647,-0.249473746,-0.0287925,0.229215346,-0.027172233,0.036381444,-0.023608923,0.189068636,-0.036102522,-0.718494408
844,0.843851886,-0.11589651,-2.361089647,-0.264440711,-0.015178953,0.265630611,-0.02349201,0.038817703,-0.02242861,0.185306388,-0.030752587,-0.705962549
845,0.419430295,-0.122688636,-2.144324579,-0.253535333,-0.008849418,0.308958378,-0.022339128,0.051024835,-0.015134744,0.047851945,-0.02683774,-0.616833648
846,-0.299736916,-0.133374303,-1.814670776,-0.253535333,-0.008849418,0.308958378,-0.021199029,0.063253538,-0.004223241,-0.191490426,-0.026323394,-0.50331188
847,-0.944887424,-0.157615194,-1.501571449,-0.189624793,0.00339047,0.332455448,-0.026233468,0.08396867,0.000775779,-0.386915228,-0.023418685,-0.389446741
848,-1.28064173,-0.218815701,-1.213735933,-0.094857537,0.015489211,0.337531433,-0.026233468,0.08396867,0.000775779,-0.467244245,-0.03978594,-0.291809574
849,-1.258747883,-0.353617193,-0.967575693,0.15024676,0.041800976,0.303686917,-0.028756547,0.088902176,0.011684087,-0.37908589,-0.07430468,-0.217401563
850,-1.024334846,-0.50909014,-0.887820409,0.213208948,0.031828237,0.274009182,-0.029983998,0.084066142,0.016492158,-0.280369965,-0.131065254,-0.199106356
851,-0.713083752,-0.601442175,-1.021950251,0.207215504,0.023103455,0.237849047,-0.033681265,0.081658644,0.020135362,-0.179849838,-0.165560025,-0.254655281
852,-0.453836206,-0.612374452,-1.179156651,0.158117467,0.008378571,0.20814841,-0.037330594,0.068302359,0.023713852,-0.111016444,-0.178564507,-0.315764796
853,-0.381239766,-0.55194999,-1.233847327,0.058510714,-0.006277337,0.181405479,-0.048302019,0.050008839,0.014078801,-0.123677024,-0.169406163,-0.346121016
854,-0.381239766,-0.55194999,-1.233847327,-0.049858637,-0.001365935,0.170547238,-0.048219994,0.039002527,0.004367052,-0.159772799,-0.171437799,-0.352977679
855,-0.591290205,-0.489026151,-1.121481902,-0.138535509,0.00113424,0.16669684,-0.048214667,0.04261617,-0.001640774,-0.259346794,-0.148425247,-0.318808612
856,-1.426656728,-0.312049243,-0.553137227,-0.216250545,0.013491308,0.185695831,-0.044479051,0.035298602,-0.004135623,-0.562462108,-0.087753111,-0.123859006
857,-1.655387111,-0.159740397,-0.142215465,-0.269359037,0.02828357,0.209266405,-0.040777524,0.037698909,-0.008984707,-0.655174557,-0.031252639,0.019355411
858,-1.647908955,0.01089872,0.322933849,-0.289175086,0.045393847,0.21922716,-0.044479051,0.040128778,-0.010136257,-0.660521031,0.032140448,0.177341584
859,-1.47876973,0.171185332,0.711516748,-0.284318545,0.057582603,0.224069319,-0.04328995,0.049859702,-0.010092049,-0.602126075,0.092875879,0.308498006
860,-1.239728918,0.222363831,0.970890795,-0.257264557,0.068494905,0.222635207,-0.029773076,0.057144246,-0.01019538,-0.508922184,0.116000994,0.394443541
861,-1.004664738,0.185001012,1.069418435,-0.222830949,0.086662458,0.215134947,-0.029773076,0.057144246,-0.01019538,-0.419089588,0.109602572,0.424786001
862,-0.802069552,0.041289383,1.076033194,-0.222830949,0.086662458,0.215134947,-0.017539046,0.07417676,-0.007816111,-0.347479849,0.0673762,0.42778401
863,-0.65064168,-0.178186782,1.016438041,-0.180901609,0.081700722,0.206212292,-0.007742875,0.086338617,-0.006644853,-0.279762055,-0.003382481,0.40533516
864,-0.532317699,-0.382185987,0.894590165,-0.153799683,0.091324587,0.192712195,-0.012656939,0.081492197,-0.004208593,-0.232924774,-0.069789734,0.361031256
865,-0.387033473,-0.541303471,0.755833081,-0.140201849,0.093642337,0.175697792,-0.012619655,0.068146298,0.001741707,-0.179951659,-0.126504945,0.31109086
866,-0.201508617,-0.606799124,0.615984366,-0.138911548,0.094749679,0.157603476,-0.02244672,0.06207429,0.001812281,-0.120955628,-0.149991718,0.258466708
867,-0.000471113,-0.568827773,0.489838415,-0.137630834,0.101910919,0.134721596,-0.032259936,0.049941195,0.00546454,-0.056787294,-0.138991886,0.210008184
